FileName, Size,DateModified
         ca_subCA_das_2016100903.nc,31.29 Mbytes,2016-11-02T22:20:43Z
         ca_subCA_das_2016100821.nc,31.29 Mbytes,2016-11-02T22:20:40Z
         ca_subCA_das_2016100815.nc,31.29 Mbytes,2016-11-02T22:20:37Z
         ca_subCA_das_2016100809.nc,31.29 Mbytes,2016-11-02T22:20:34Z
         ca_subCA_das_2016100803.nc,31.29 Mbytes,2016-11-02T22:20:32Z
         ca_subCA_das_2016100721.nc,31.29 Mbytes,2016-11-02T22:20:29Z
         ca_subCA_das_2016100715.nc,31.29 Mbytes,2016-11-02T22:20:26Z
         ca_subCA_das_2016100709.nc,31.29 Mbytes,2016-11-02T22:20:23Z
         ca_subCA_das_2016100703.nc,31.29 Mbytes,2016-11-02T22:20:20Z
         ca_subCA_das_2016100621.nc,31.29 Mbytes,2016-11-02T22:20:18Z
         ca_subCA_das_2016100615.nc,31.29 Mbytes,2016-11-02T22:20:15Z
         ca_subCA_das_2016100609.nc,31.29 Mbytes,2016-11-02T22:20:12Z
         ca_subCA_das_2016100603.nc,31.29 Mbytes,2016-11-02T22:20:09Z
         ca_subCA_das_2016100521.nc,31.29 Mbytes,2016-11-02T22:20:06Z
         ca_subCA_das_2016100515.nc,31.29 Mbytes,2016-11-02T22:20:03Z
         ca_subCA_das_2016100509.nc,31.29 Mbytes,2016-11-02T22:20:00Z
         ca_subCA_das_2016100503.nc,31.29 Mbytes,2016-11-02T22:19:58Z
         ca_subCA_das_2016100421.nc,31.29 Mbytes,2016-11-02T22:19:55Z
         ca_subCA_das_2016100415.nc,31.29 Mbytes,2016-11-02T22:19:52Z
         ca_subCA_das_2016100409.nc,31.29 Mbytes,2016-11-02T22:19:49Z
         ca_subCA_das_2016100403.nc,31.29 Mbytes,2016-11-02T22:19:46Z
         ca_subCA_das_2016100321.nc,31.29 Mbytes,2016-11-02T22:19:44Z
         ca_subCA_das_2016100315.nc,31.29 Mbytes,2016-11-02T22:19:41Z
         ca_subCA_das_2016100309.nc,31.29 Mbytes,2016-11-02T22:19:38Z
         ca_subCA_das_2016100303.nc,31.29 Mbytes,2016-11-02T22:19:35Z
         ca_subCA_das_2016100221.nc,31.29 Mbytes,2016-11-02T22:19:33Z
         ca_subCA_das_2016100215.nc,31.29 Mbytes,2016-11-02T22:19:30Z
         ca_subCA_das_2016100209.nc,31.29 Mbytes,2016-11-02T22:19:27Z
         ca_subCA_das_2016100203.nc,31.29 Mbytes,2016-11-02T22:19:24Z
         ca_subCA_das_2016100121.nc,31.29 Mbytes,2016-11-02T22:19:21Z
         ca_subCA_das_2016100115.nc,31.29 Mbytes,2016-11-02T22:19:19Z
         ca_subCA_das_2016100109.nc,31.29 Mbytes,2016-11-02T22:19:16Z
         ca_subCA_das_2016100103.nc,31.29 Mbytes,2016-11-02T22:19:13Z
         ca_subCA_das_2016093021.nc,31.29 Mbytes,2016-11-02T22:52:15Z
         ca_subCA_das_2016093015.nc,31.29 Mbytes,2016-11-02T22:52:12Z
         ca_subCA_das_2016093009.nc,31.29 Mbytes,2016-11-02T22:52:09Z
         ca_subCA_das_2016093003.nc,31.29 Mbytes,2016-11-02T22:52:06Z
         ca_subCA_das_2016092921.nc,31.29 Mbytes,2016-11-02T22:52:04Z
         ca_subCA_das_2016092915.nc,31.29 Mbytes,2016-11-02T22:52:01Z
         ca_subCA_das_2016092909.nc,31.29 Mbytes,2016-11-02T22:51:58Z
         ca_subCA_das_2016092903.nc,31.29 Mbytes,2016-11-02T22:51:55Z
         ca_subCA_das_2016092821.nc,31.29 Mbytes,2016-11-02T22:51:52Z
         ca_subCA_das_2016092815.nc,31.29 Mbytes,2016-11-02T22:51:49Z
         ca_subCA_das_2016092809.nc,31.29 Mbytes,2016-11-02T22:51:46Z
         ca_subCA_das_2016092803.nc,31.29 Mbytes,2016-11-02T22:51:43Z
         ca_subCA_das_2016092721.nc,31.29 Mbytes,2016-11-02T22:51:40Z
         ca_subCA_das_2016092715.nc,31.29 Mbytes,2016-11-02T22:51:37Z
         ca_subCA_das_2016092709.nc,31.29 Mbytes,2016-11-02T22:51:34Z
         ca_subCA_das_2016092703.nc,31.29 Mbytes,2016-11-02T22:51:31Z
         ca_subCA_das_2016092621.nc,31.29 Mbytes,2016-11-02T22:51:28Z
         ca_subCA_das_2016092615.nc,31.29 Mbytes,2016-11-02T22:51:25Z
         ca_subCA_das_2016092609.nc,31.29 Mbytes,2016-11-02T22:51:22Z
         ca_subCA_das_2016092603.nc,31.29 Mbytes,2016-11-02T22:51:19Z
         ca_subCA_das_2016092521.nc,31.29 Mbytes,2016-11-02T22:51:16Z
         ca_subCA_das_2016092515.nc,31.29 Mbytes,2016-11-02T22:51:13Z
         ca_subCA_das_2016092509.nc,31.29 Mbytes,2016-11-02T22:51:10Z
         ca_subCA_das_2016092503.nc,31.29 Mbytes,2016-11-02T22:51:07Z
         ca_subCA_das_2016092421.nc,31.29 Mbytes,2016-11-02T22:51:04Z
         ca_subCA_das_2016092415.nc,31.29 Mbytes,2016-11-02T22:51:02Z
         ca_subCA_das_2016092409.nc,31.29 Mbytes,2016-11-02T22:50:59Z
         ca_subCA_das_2016092403.nc,31.29 Mbytes,2016-11-02T22:50:56Z
         ca_subCA_das_2016092321.nc,31.29 Mbytes,2016-11-02T22:50:53Z
         ca_subCA_das_2016092315.nc,31.29 Mbytes,2016-11-02T22:50:50Z
         ca_subCA_das_2016092309.nc,31.29 Mbytes,2016-11-02T22:50:47Z
         ca_subCA_das_2016092303.nc,31.29 Mbytes,2016-11-02T22:50:44Z
         ca_subCA_das_2016092221.nc,31.29 Mbytes,2016-11-02T22:50:41Z
         ca_subCA_das_2016092215.nc,31.29 Mbytes,2016-11-02T22:50:38Z
         ca_subCA_das_2016092209.nc,31.29 Mbytes,2016-11-02T22:50:35Z
         ca_subCA_das_2016092203.nc,31.29 Mbytes,2016-11-02T22:50:32Z
         ca_subCA_das_2016092121.nc,31.29 Mbytes,2016-11-02T22:50:29Z
         ca_subCA_das_2016092115.nc,31.29 Mbytes,2016-11-02T22:50:26Z
         ca_subCA_das_2016092109.nc,31.29 Mbytes,2016-11-02T22:50:23Z
         ca_subCA_das_2016092103.nc,31.29 Mbytes,2016-11-02T22:50:20Z
         ca_subCA_das_2016092021.nc,31.29 Mbytes,2016-11-02T22:50:17Z
         ca_subCA_das_2016092015.nc,31.29 Mbytes,2016-11-04T19:29:06Z
         ca_subCA_das_2016092009.nc,31.29 Mbytes,2016-11-02T22:50:11Z
         ca_subCA_das_2016092003.nc,31.29 Mbytes,2016-11-02T22:50:08Z
         ca_subCA_das_2016091921.nc,31.29 Mbytes,2016-11-02T22:50:05Z
         ca_subCA_das_2016091915.nc,31.29 Mbytes,2016-11-02T22:50:02Z
         ca_subCA_das_2016091909.nc,31.29 Mbytes,2016-11-02T22:50:00Z
         ca_subCA_das_2016091903.nc,31.29 Mbytes,2016-11-02T22:49:57Z
         ca_subCA_das_2016091821.nc,31.29 Mbytes,2016-11-02T22:49:54Z
         ca_subCA_das_2016091815.nc,31.29 Mbytes,2016-11-02T22:49:51Z
         ca_subCA_das_2016091809.nc,31.29 Mbytes,2016-11-02T22:49:48Z
         ca_subCA_das_2016091803.nc,31.29 Mbytes,2016-11-02T22:49:45Z
         ca_subCA_das_2016091721.nc,31.29 Mbytes,2016-11-02T22:49:42Z
         ca_subCA_das_2016091715.nc,31.29 Mbytes,2016-11-02T22:49:39Z
         ca_subCA_das_2016091709.nc,31.29 Mbytes,2016-11-02T22:49:36Z
         ca_subCA_das_2016091703.nc,31.29 Mbytes,2016-11-02T22:49:33Z
         ca_subCA_das_2016091621.nc,31.29 Mbytes,2016-11-02T22:49:30Z
         ca_subCA_das_2016091615.nc,31.29 Mbytes,2016-11-02T22:49:27Z
         ca_subCA_das_2016091609.nc,31.29 Mbytes,2016-11-02T22:49:24Z
         ca_subCA_das_2016091603.nc,31.29 Mbytes,2016-11-02T22:49:21Z
         ca_subCA_das_2016091521.nc,31.29 Mbytes,2016-11-02T22:49:18Z
         ca_subCA_das_2016091515.nc,31.29 Mbytes,2016-11-02T22:49:15Z
         ca_subCA_das_2016091509.nc,31.29 Mbytes,2016-11-02T22:49:12Z
         ca_subCA_das_2016091503.nc,31.29 Mbytes,2016-11-02T22:49:09Z
         ca_subCA_das_2016091421.nc,31.29 Mbytes,2016-11-02T22:49:06Z
         ca_subCA_das_2016091415.nc,31.29 Mbytes,2016-11-02T22:49:03Z
         ca_subCA_das_2016091409.nc,31.29 Mbytes,2016-11-02T22:49:00Z
         ca_subCA_das_2016091403.nc,31.29 Mbytes,2016-11-02T22:48:57Z
         ca_subCA_das_2016091321.nc,31.29 Mbytes,2016-11-02T22:48:54Z
         ca_subCA_das_2016091315.nc,31.29 Mbytes,2016-11-02T22:48:52Z
         ca_subCA_das_2016091309.nc,31.29 Mbytes,2016-11-02T22:48:49Z
         ca_subCA_das_2016091303.nc,31.29 Mbytes,2016-11-02T22:48:46Z
         ca_subCA_das_2016091221.nc,31.29 Mbytes,2016-11-02T22:48:43Z
         ca_subCA_das_2016091215.nc,31.29 Mbytes,2016-11-02T22:48:40Z
         ca_subCA_das_2016091209.nc,31.29 Mbytes,2016-11-02T22:48:37Z
         ca_subCA_das_2016091203.nc,31.29 Mbytes,2016-11-02T22:48:34Z
         ca_subCA_das_2016091121.nc,31.29 Mbytes,2016-11-02T22:48:31Z
         ca_subCA_das_2016091115.nc,31.29 Mbytes,2016-11-02T22:48:28Z
         ca_subCA_das_2016091109.nc,31.29 Mbytes,2016-11-02T22:48:25Z
         ca_subCA_das_2016091103.nc,31.29 Mbytes,2016-11-02T22:48:22Z
         ca_subCA_das_2016091021.nc,31.29 Mbytes,2016-11-02T22:48:19Z
         ca_subCA_das_2016091015.nc,31.29 Mbytes,2016-11-02T22:48:16Z
         ca_subCA_das_2016091009.nc,31.29 Mbytes,2016-11-02T22:48:13Z
         ca_subCA_das_2016091003.nc,31.29 Mbytes,2016-11-02T22:48:10Z
         ca_subCA_das_2016090921.nc,31.29 Mbytes,2016-11-02T22:48:07Z
         ca_subCA_das_2016090915.nc,31.29 Mbytes,2016-11-02T22:48:04Z
         ca_subCA_das_2016090909.nc,31.29 Mbytes,2016-11-02T22:48:01Z
         ca_subCA_das_2016090903.nc,31.29 Mbytes,2016-11-02T22:47:58Z
         ca_subCA_das_2016090821.nc,31.29 Mbytes,2016-11-02T22:47:55Z
         ca_subCA_das_2016090815.nc,31.29 Mbytes,2016-11-02T22:47:52Z
         ca_subCA_das_2016090809.nc,31.29 Mbytes,2016-11-02T22:47:49Z
         ca_subCA_das_2016090803.nc,31.29 Mbytes,2016-11-02T22:47:47Z
         ca_subCA_das_2016090721.nc,31.29 Mbytes,2016-11-02T22:47:44Z
         ca_subCA_das_2016090715.nc,31.29 Mbytes,2016-11-02T22:47:41Z
         ca_subCA_das_2016090709.nc,31.29 Mbytes,2016-11-02T22:47:38Z
         ca_subCA_das_2016090703.nc,31.29 Mbytes,2016-11-02T22:47:35Z
         ca_subCA_das_2016090621.nc,31.29 Mbytes,2016-11-02T22:47:32Z
         ca_subCA_das_2016090615.nc,31.29 Mbytes,2016-11-02T22:47:29Z
         ca_subCA_das_2016090609.nc,31.29 Mbytes,2016-11-02T22:47:26Z
         ca_subCA_das_2016090603.nc,31.29 Mbytes,2016-11-02T22:47:23Z
         ca_subCA_das_2016090521.nc,31.29 Mbytes,2016-11-02T22:47:20Z
         ca_subCA_das_2016090515.nc,31.29 Mbytes,2016-11-02T22:47:17Z
         ca_subCA_das_2016090509.nc,31.29 Mbytes,2016-11-02T22:47:14Z
         ca_subCA_das_2016090503.nc,31.29 Mbytes,2016-11-02T22:47:11Z
         ca_subCA_das_2016090421.nc,31.29 Mbytes,2016-11-02T22:47:08Z
         ca_subCA_das_2016090415.nc,31.29 Mbytes,2016-11-02T22:47:05Z
         ca_subCA_das_2016090409.nc,31.29 Mbytes,2016-11-02T22:47:02Z
         ca_subCA_das_2016090403.nc,31.29 Mbytes,2016-11-02T22:46:59Z
         ca_subCA_das_2016090321.nc,31.29 Mbytes,2016-11-02T22:46:56Z
         ca_subCA_das_2016090315.nc,31.29 Mbytes,2016-11-02T22:46:53Z
         ca_subCA_das_2016090309.nc,31.29 Mbytes,2016-11-02T22:46:50Z
         ca_subCA_das_2016090303.nc,31.29 Mbytes,2016-11-02T22:46:47Z
         ca_subCA_das_2016090221.nc,31.29 Mbytes,2016-11-02T22:46:45Z
         ca_subCA_das_2016090215.nc,31.29 Mbytes,2016-11-02T22:46:42Z
         ca_subCA_das_2016090209.nc,31.29 Mbytes,2016-11-02T22:46:39Z
         ca_subCA_das_2016090203.nc,31.29 Mbytes,2016-11-02T22:46:36Z
         ca_subCA_das_2016090121.nc,31.29 Mbytes,2016-11-02T22:46:33Z
         ca_subCA_das_2016090115.nc,31.29 Mbytes,2016-11-02T22:46:30Z
         ca_subCA_das_2016090109.nc,31.29 Mbytes,2016-11-02T22:46:27Z
         ca_subCA_das_2016090103.nc,31.29 Mbytes,2016-11-02T22:46:24Z
         ca_subCA_das_2016083121.nc,31.29 Mbytes,2016-11-04T17:31:42Z
         ca_subCA_das_2016083115.nc,31.29 Mbytes,2016-11-04T17:31:41Z
         ca_subCA_das_2016083109.nc,31.29 Mbytes,2016-11-04T17:31:40Z
         ca_subCA_das_2016083103.nc,31.29 Mbytes,2016-11-04T17:31:39Z
         ca_subCA_das_2016083021.nc,31.29 Mbytes,2016-11-04T17:31:39Z
         ca_subCA_das_2016083015.nc,31.29 Mbytes,2016-11-04T17:31:38Z
         ca_subCA_das_2016083009.nc,31.29 Mbytes,2016-11-04T17:31:37Z
         ca_subCA_das_2016083003.nc,31.29 Mbytes,2016-11-04T17:31:36Z
         ca_subCA_das_2016082921.nc,31.29 Mbytes,2016-11-04T17:31:35Z
         ca_subCA_das_2016082915.nc,31.29 Mbytes,2016-11-04T17:31:34Z
         ca_subCA_das_2016082909.nc,31.29 Mbytes,2016-11-04T17:31:34Z
         ca_subCA_das_2016082903.nc,31.29 Mbytes,2016-11-04T17:31:33Z
         ca_subCA_das_2016082821.nc,31.29 Mbytes,2016-11-04T17:31:32Z
         ca_subCA_das_2016082815.nc,31.29 Mbytes,2016-11-04T17:31:32Z
         ca_subCA_das_2016082809.nc,31.29 Mbytes,2016-11-04T17:31:31Z
         ca_subCA_das_2016082803.nc,31.29 Mbytes,2016-11-04T17:31:30Z
         ca_subCA_das_2016082721.nc,31.29 Mbytes,2016-11-04T17:31:29Z
         ca_subCA_das_2016082715.nc,31.29 Mbytes,2016-11-04T17:31:29Z
         ca_subCA_das_2016082709.nc,31.29 Mbytes,2016-11-04T17:31:28Z
         ca_subCA_das_2016082703.nc,31.29 Mbytes,2016-11-04T17:31:27Z
         ca_subCA_das_2016082621.nc,31.29 Mbytes,2016-11-04T17:31:26Z
         ca_subCA_das_2016082615.nc,31.29 Mbytes,2016-11-04T17:31:26Z
         ca_subCA_das_2016082609.nc,31.29 Mbytes,2016-11-04T17:31:25Z
         ca_subCA_das_2016082603.nc,31.29 Mbytes,2016-11-04T17:31:25Z
         ca_subCA_das_2016082521.nc,31.29 Mbytes,2016-11-04T17:31:24Z
         ca_subCA_das_2016082515.nc,31.29 Mbytes,2016-11-04T17:31:22Z
         ca_subCA_das_2016082509.nc,31.29 Mbytes,2016-11-04T17:31:22Z
         ca_subCA_das_2016082503.nc,31.29 Mbytes,2016-11-04T17:31:21Z
         ca_subCA_das_2016082421.nc,31.29 Mbytes,2016-11-04T17:31:20Z
         ca_subCA_das_2016082415.nc,31.29 Mbytes,2016-11-04T17:31:20Z
         ca_subCA_das_2016082409.nc,31.29 Mbytes,2016-11-04T17:31:19Z
         ca_subCA_das_2016082403.nc,31.29 Mbytes,2016-11-04T17:31:18Z
         ca_subCA_das_2016082321.nc,31.29 Mbytes,2016-11-04T17:31:17Z
         ca_subCA_das_2016082315.nc,31.29 Mbytes,2016-11-04T17:31:16Z
         ca_subCA_das_2016082309.nc,31.29 Mbytes,2016-11-04T17:31:15Z
         ca_subCA_das_2016082303.nc,31.29 Mbytes,2016-11-04T17:31:14Z
         ca_subCA_das_2016082221.nc,31.29 Mbytes,2016-11-04T17:31:12Z
         ca_subCA_das_2016082215.nc,31.29 Mbytes,2016-11-04T17:31:12Z
         ca_subCA_das_2016082209.nc,31.29 Mbytes,2016-11-04T17:31:11Z
         ca_subCA_das_2016082203.nc,31.29 Mbytes,2016-11-04T17:31:10Z
         ca_subCA_das_2016082121.nc,31.29 Mbytes,2016-11-04T17:31:09Z
         ca_subCA_das_2016082115.nc,31.29 Mbytes,2016-11-04T17:31:08Z
         ca_subCA_das_2016082109.nc,31.29 Mbytes,2016-11-04T17:31:08Z
         ca_subCA_das_2016082103.nc,31.29 Mbytes,2016-11-04T17:31:07Z
         ca_subCA_das_2016082021.nc,31.29 Mbytes,2016-11-04T17:31:06Z
         ca_subCA_das_2016082015.nc,31.29 Mbytes,2016-11-04T19:29:04Z
         ca_subCA_das_2016082009.nc,31.29 Mbytes,2016-11-04T17:31:05Z
         ca_subCA_das_2016082003.nc,31.29 Mbytes,2016-11-04T17:31:04Z
         ca_subCA_das_2016081921.nc,31.29 Mbytes,2016-11-04T17:31:04Z
         ca_subCA_das_2016081915.nc,31.29 Mbytes,2016-11-04T17:31:03Z
         ca_subCA_das_2016081909.nc,31.29 Mbytes,2016-11-04T17:31:02Z
         ca_subCA_das_2016081903.nc,31.29 Mbytes,2016-11-04T17:31:01Z
         ca_subCA_das_2016081821.nc,31.29 Mbytes,2016-11-04T17:31:01Z
         ca_subCA_das_2016081815.nc,31.29 Mbytes,2016-11-04T17:31:00Z
         ca_subCA_das_2016081809.nc,31.29 Mbytes,2016-11-04T17:30:59Z
         ca_subCA_das_2016081803.nc,31.29 Mbytes,2016-11-04T17:30:58Z
         ca_subCA_das_2016081721.nc,31.29 Mbytes,2016-11-04T17:30:58Z
         ca_subCA_das_2016081715.nc,31.29 Mbytes,2016-11-04T17:30:57Z
         ca_subCA_das_2016081709.nc,31.29 Mbytes,2016-11-04T17:30:56Z
         ca_subCA_das_2016081603.nc,31.29 Mbytes,2016-11-04T17:30:55Z
         ca_subCA_das_2016081521.nc,31.29 Mbytes,2016-11-04T17:30:55Z
         ca_subCA_das_2016081515.nc,31.29 Mbytes,2016-11-04T17:30:54Z
         ca_subCA_das_2016081509.nc,31.29 Mbytes,2016-11-04T17:30:53Z
         ca_subCA_das_2016081503.nc,31.29 Mbytes,2016-11-04T17:30:53Z
         ca_subCA_das_2016081421.nc,31.29 Mbytes,2016-11-04T17:30:52Z
         ca_subCA_das_2016081415.nc,31.29 Mbytes,2016-11-04T17:30:51Z
         ca_subCA_das_2016081409.nc,31.29 Mbytes,2016-11-04T17:30:50Z
         ca_subCA_das_2016081403.nc,31.29 Mbytes,2016-11-04T17:30:49Z
         ca_subCA_das_2016081321.nc,31.29 Mbytes,2016-11-04T17:30:49Z
         ca_subCA_das_2016081315.nc,31.29 Mbytes,2016-11-04T17:30:48Z
         ca_subCA_das_2016081309.nc,31.29 Mbytes,2016-11-04T17:30:47Z
         ca_subCA_das_2016081303.nc,31.29 Mbytes,2016-11-04T17:30:46Z
         ca_subCA_das_2016081221.nc,31.29 Mbytes,2016-11-04T17:30:45Z
         ca_subCA_das_2016081215.nc,31.29 Mbytes,2016-11-04T17:30:44Z
         ca_subCA_das_2016081209.nc,31.29 Mbytes,2016-11-04T17:30:44Z
         ca_subCA_das_2016081203.nc,31.29 Mbytes,2016-11-04T17:30:43Z
         ca_subCA_das_2016081121.nc,31.29 Mbytes,2016-11-04T17:30:43Z
         ca_subCA_das_2016081115.nc,31.29 Mbytes,2016-11-04T17:30:42Z
         ca_subCA_das_2016081109.nc,31.29 Mbytes,2016-11-04T17:30:41Z
         ca_subCA_das_2016081103.nc,31.29 Mbytes,2016-11-04T17:30:40Z
         ca_subCA_das_2016081021.nc,31.29 Mbytes,2016-11-04T17:30:39Z
         ca_subCA_das_2016081015.nc,31.29 Mbytes,2016-11-04T17:30:39Z
         ca_subCA_das_2016081009.nc,31.29 Mbytes,2016-11-04T17:30:38Z
         ca_subCA_das_2016081003.nc,31.29 Mbytes,2016-11-04T17:30:37Z
         ca_subCA_das_2016080921.nc,31.29 Mbytes,2016-11-04T17:30:37Z
         ca_subCA_das_2016080915.nc,31.29 Mbytes,2016-11-04T17:30:36Z
         ca_subCA_das_2016080909.nc,31.29 Mbytes,2016-11-04T17:30:35Z
         ca_subCA_das_2016080903.nc,31.29 Mbytes,2016-11-04T17:30:34Z
         ca_subCA_das_2016080821.nc,31.29 Mbytes,2016-11-04T17:30:34Z
         ca_subCA_das_2016080815.nc,31.29 Mbytes,2016-11-04T17:30:33Z
         ca_subCA_das_2016080809.nc,31.29 Mbytes,2016-11-04T17:30:33Z
         ca_subCA_das_2016080803.nc,31.29 Mbytes,2016-11-04T17:30:32Z
         ca_subCA_das_2016080721.nc,31.29 Mbytes,2016-11-04T17:30:31Z
         ca_subCA_das_2016080715.nc,31.29 Mbytes,2016-11-04T17:30:30Z
         ca_subCA_das_2016080709.nc,31.29 Mbytes,2016-11-04T17:30:29Z
         ca_subCA_das_2016080703.nc,31.29 Mbytes,2016-11-04T17:30:29Z
         ca_subCA_das_2016080621.nc,31.29 Mbytes,2016-11-04T17:30:28Z
         ca_subCA_das_2016080615.nc,31.29 Mbytes,2016-11-04T17:30:27Z
         ca_subCA_das_2016080609.nc,31.29 Mbytes,2016-11-04T17:30:27Z
         ca_subCA_das_2016080603.nc,31.29 Mbytes,2016-11-04T17:30:26Z
         ca_subCA_das_2016080521.nc,31.29 Mbytes,2016-11-04T17:30:25Z
         ca_subCA_das_2016080515.nc,31.29 Mbytes,2016-11-04T17:30:24Z
         ca_subCA_das_2016080509.nc,31.29 Mbytes,2016-11-04T17:30:23Z
         ca_subCA_das_2016080503.nc,31.29 Mbytes,2016-11-04T17:30:23Z
         ca_subCA_das_2016080421.nc,31.29 Mbytes,2016-11-04T17:30:22Z
         ca_subCA_das_2016080415.nc,31.29 Mbytes,2016-11-04T17:30:21Z
         ca_subCA_das_2016080409.nc,31.29 Mbytes,2016-11-04T17:30:20Z
         ca_subCA_das_2016080403.nc,31.29 Mbytes,2016-11-04T17:30:19Z
         ca_subCA_das_2016080321.nc,31.29 Mbytes,2016-11-04T17:30:19Z
         ca_subCA_das_2016080315.nc,31.29 Mbytes,2016-11-04T17:30:18Z
         ca_subCA_das_2016080309.nc,31.29 Mbytes,2016-11-04T17:30:17Z
         ca_subCA_das_2016080303.nc,31.29 Mbytes,2016-11-04T17:30:17Z
         ca_subCA_das_2016080221.nc,31.29 Mbytes,2016-11-04T17:30:15Z
         ca_subCA_das_2016080215.nc,31.29 Mbytes,2016-11-04T17:30:14Z
         ca_subCA_das_2016080209.nc,31.29 Mbytes,2016-11-04T17:30:14Z
         ca_subCA_das_2016080203.nc,31.29 Mbytes,2016-11-04T17:30:13Z
         ca_subCA_das_2016080121.nc,31.29 Mbytes,2016-11-04T17:30:12Z
         ca_subCA_das_2016080115.nc,31.29 Mbytes,2016-11-04T17:30:11Z
         ca_subCA_das_2016080109.nc,31.29 Mbytes,2016-11-04T17:30:10Z
         ca_subCA_das_2016080103.nc,31.29 Mbytes,2016-11-04T17:30:09Z
         ca_subCA_das_2016073121.nc,31.29 Mbytes,2016-11-04T17:37:29Z
         ca_subCA_das_2016073115.nc,31.29 Mbytes,2016-11-04T17:37:28Z
         ca_subCA_das_2016073109.nc,31.29 Mbytes,2016-11-04T17:37:27Z
         ca_subCA_das_2016073103.nc,31.29 Mbytes,2016-11-04T17:37:26Z
         ca_subCA_das_2016073021.nc,31.29 Mbytes,2016-11-04T17:37:26Z
         ca_subCA_das_2016073015.nc,31.29 Mbytes,2016-11-04T17:37:25Z
         ca_subCA_das_2016073009.nc,31.29 Mbytes,2016-11-04T17:37:25Z
         ca_subCA_das_2016073003.nc,31.29 Mbytes,2016-11-04T17:37:24Z
         ca_subCA_das_2016072921.nc,31.29 Mbytes,2016-11-04T17:37:23Z
         ca_subCA_das_2016072915.nc,31.29 Mbytes,2016-11-04T17:37:22Z
         ca_subCA_das_2016072909.nc,31.29 Mbytes,2016-11-04T17:37:21Z
         ca_subCA_das_2016072903.nc,31.29 Mbytes,2016-11-04T17:37:21Z
         ca_subCA_das_2016072821.nc,31.29 Mbytes,2016-11-04T17:37:20Z
         ca_subCA_das_2016072815.nc,31.29 Mbytes,2016-11-04T17:37:18Z
         ca_subCA_das_2016072809.nc,31.29 Mbytes,2016-11-04T17:37:18Z
         ca_subCA_das_2016072803.nc,31.29 Mbytes,2016-11-04T17:37:17Z
         ca_subCA_das_2016072721.nc,31.29 Mbytes,2016-11-04T17:37:16Z
         ca_subCA_das_2016072715.nc,31.29 Mbytes,2016-11-04T17:37:15Z
         ca_subCA_das_2016072709.nc,31.29 Mbytes,2016-11-04T17:37:15Z
         ca_subCA_das_2016072703.nc,31.29 Mbytes,2016-11-04T17:37:14Z
         ca_subCA_das_2016072621.nc,31.29 Mbytes,2016-11-04T17:37:13Z
         ca_subCA_das_2016072615.nc,31.29 Mbytes,2016-11-04T17:37:12Z
         ca_subCA_das_2016072609.nc,31.29 Mbytes,2016-11-04T17:37:12Z
         ca_subCA_das_2016072603.nc,31.29 Mbytes,2016-11-04T17:37:11Z
         ca_subCA_das_2016072521.nc,31.29 Mbytes,2016-11-04T17:37:10Z
         ca_subCA_das_2016072515.nc,31.29 Mbytes,2016-11-04T17:37:09Z
         ca_subCA_das_2016072509.nc,31.29 Mbytes,2016-11-04T17:37:08Z
         ca_subCA_das_2016072503.nc,31.29 Mbytes,2016-11-04T17:37:07Z
         ca_subCA_das_2016072421.nc,31.29 Mbytes,2016-11-04T17:37:07Z
         ca_subCA_das_2016072415.nc,31.29 Mbytes,2016-11-04T17:37:06Z
         ca_subCA_das_2016072409.nc,31.29 Mbytes,2016-11-04T17:37:05Z
         ca_subCA_das_2016072403.nc,31.29 Mbytes,2016-11-04T17:37:04Z
         ca_subCA_das_2016072321.nc,31.29 Mbytes,2016-11-04T17:37:04Z
         ca_subCA_das_2016072315.nc,31.29 Mbytes,2016-11-04T17:37:03Z
         ca_subCA_das_2016072309.nc,31.29 Mbytes,2016-11-04T17:37:03Z
         ca_subCA_das_2016072303.nc,31.29 Mbytes,2016-11-04T17:37:02Z
         ca_subCA_das_2016072221.nc,31.29 Mbytes,2016-11-04T17:37:01Z
         ca_subCA_das_2016072215.nc,31.29 Mbytes,2016-11-04T17:37:00Z
         ca_subCA_das_2016072209.nc,31.29 Mbytes,2016-11-04T17:37:00Z
         ca_subCA_das_2016072203.nc,31.29 Mbytes,2016-11-04T17:36:59Z
         ca_subCA_das_2016072121.nc,31.29 Mbytes,2016-11-04T17:36:58Z
         ca_subCA_das_2016072115.nc,31.29 Mbytes,2016-11-04T17:36:57Z
         ca_subCA_das_2016072109.nc,31.29 Mbytes,2016-11-04T17:36:56Z
         ca_subCA_das_2016072103.nc,31.29 Mbytes,2016-11-04T17:36:56Z
         ca_subCA_das_2016072021.nc,31.29 Mbytes,2016-11-04T17:36:55Z
         ca_subCA_das_2016072015.nc,31.29 Mbytes,2016-11-04T19:29:03Z
         ca_subCA_das_2016072009.nc,31.29 Mbytes,2016-11-04T17:36:54Z
         ca_subCA_das_2016072003.nc,31.29 Mbytes,2016-11-04T17:36:52Z
         ca_subCA_das_2016071921.nc,31.29 Mbytes,2016-11-04T17:36:52Z
         ca_subCA_das_2016071915.nc,31.29 Mbytes,2016-11-04T17:36:51Z
         ca_subCA_das_2016071909.nc,31.29 Mbytes,2016-11-04T17:36:50Z
         ca_subCA_das_2016071903.nc,31.29 Mbytes,2016-11-04T17:36:50Z
