FileName, Size,DateModified
         ca_subCA_das_2013010403.nc,26.90 Mbytes,2016-11-04T20:11:45Z
         ca_subCA_das_2013010321.nc,26.90 Mbytes,2016-11-04T20:11:44Z
         ca_subCA_das_2013010315.nc,26.90 Mbytes,2016-11-04T20:11:44Z
         ca_subCA_das_2013010309.nc,26.90 Mbytes,2016-11-04T20:11:43Z
         ca_subCA_das_2013010303.nc,26.90 Mbytes,2016-11-04T20:11:42Z
         ca_subCA_das_2013010221.nc,26.90 Mbytes,2016-11-04T20:11:41Z
         ca_subCA_das_2013010215.nc,26.90 Mbytes,2016-11-04T20:11:41Z
         ca_subCA_das_2013010209.nc,26.90 Mbytes,2016-11-04T20:11:40Z
         ca_subCA_das_2013010203.nc,26.90 Mbytes,2016-11-04T20:11:39Z
         ca_subCA_das_2013010121.nc,26.90 Mbytes,2016-11-04T20:11:39Z
         ca_subCA_das_2013010115.nc,26.90 Mbytes,2016-11-04T20:11:38Z
         ca_subCA_das_2013010109.nc,26.90 Mbytes,2016-11-04T20:11:38Z
         ca_subCA_das_2013010103.nc,26.90 Mbytes,2016-11-04T20:11:37Z
         ca_subCA_das_2012123121.nc,26.90 Mbytes,2016-11-04T20:46:34Z
         ca_subCA_das_2012123115.nc,26.90 Mbytes,2016-11-04T20:46:34Z
         ca_subCA_das_2012123109.nc,26.90 Mbytes,2016-11-04T20:46:33Z
         ca_subCA_das_2012123103.nc,26.90 Mbytes,2016-11-04T20:46:31Z
         ca_subCA_das_2012123021.nc,26.90 Mbytes,2016-11-04T20:46:31Z
         ca_subCA_das_2012123015.nc,26.90 Mbytes,2016-11-04T20:46:30Z
         ca_subCA_das_2012123009.nc,26.90 Mbytes,2016-11-04T20:46:29Z
         ca_subCA_das_2012123003.nc,26.90 Mbytes,2016-11-04T20:46:29Z
         ca_subCA_das_2012122921.nc,26.90 Mbytes,2016-11-04T20:46:28Z
         ca_subCA_das_2012122915.nc,26.90 Mbytes,2016-11-04T20:46:27Z
         ca_subCA_das_2012122909.nc,26.90 Mbytes,2016-11-04T20:46:27Z
         ca_subCA_das_2012122903.nc,26.90 Mbytes,2016-11-04T20:46:26Z
         ca_subCA_das_2012122821.nc,26.90 Mbytes,2016-11-04T20:46:25Z
         ca_subCA_das_2012122815.nc,26.90 Mbytes,2016-11-04T20:46:24Z
         ca_subCA_das_2012122809.nc,26.90 Mbytes,2016-11-04T20:46:24Z
         ca_subCA_das_2012122803.nc,26.90 Mbytes,2016-11-04T20:46:23Z
         ca_subCA_das_2012122721.nc,26.90 Mbytes,2016-11-04T20:46:23Z
         ca_subCA_das_2012122715.nc,26.90 Mbytes,2016-11-04T20:46:22Z
         ca_subCA_das_2012122709.nc,26.90 Mbytes,2016-11-04T20:46:21Z
         ca_subCA_das_2012122703.nc,26.90 Mbytes,2016-11-04T20:46:21Z
         ca_subCA_das_2012122621.nc,26.90 Mbytes,2016-11-04T20:46:19Z
         ca_subCA_das_2012122615.nc,26.90 Mbytes,2016-11-04T20:46:18Z
         ca_subCA_das_2012122609.nc,26.90 Mbytes,2016-11-04T20:46:18Z
         ca_subCA_das_2012122603.nc,26.90 Mbytes,2016-11-04T20:46:17Z
         ca_subCA_das_2012122521.nc,26.90 Mbytes,2016-11-04T20:46:16Z
         ca_subCA_das_2012122515.nc,26.90 Mbytes,2016-11-04T20:46:16Z
         ca_subCA_das_2012122509.nc,26.90 Mbytes,2016-11-04T20:46:15Z
         ca_subCA_das_2012122503.nc,26.90 Mbytes,2016-11-04T20:46:15Z
         ca_subCA_das_2012122421.nc,26.90 Mbytes,2016-11-04T20:46:14Z
         ca_subCA_das_2012122415.nc,26.90 Mbytes,2016-11-04T20:46:13Z
         ca_subCA_das_2012122409.nc,26.90 Mbytes,2016-11-04T20:46:13Z
         ca_subCA_das_2012122403.nc,26.90 Mbytes,2016-11-04T20:46:12Z
         ca_subCA_das_2012122321.nc,26.90 Mbytes,2016-11-04T20:46:12Z
         ca_subCA_das_2012122315.nc,26.90 Mbytes,2016-11-04T20:46:11Z
         ca_subCA_das_2012122309.nc,26.90 Mbytes,2016-11-04T20:46:10Z
         ca_subCA_das_2012122303.nc,26.90 Mbytes,2016-11-04T20:46:10Z
         ca_subCA_das_2012122221.nc,26.90 Mbytes,2016-11-04T20:46:09Z
         ca_subCA_das_2012122215.nc,26.90 Mbytes,2016-11-04T20:46:09Z
         ca_subCA_das_2012122209.nc,26.90 Mbytes,2016-11-04T20:46:08Z
         ca_subCA_das_2012122203.nc,26.90 Mbytes,2016-11-04T20:46:08Z
         ca_subCA_das_2012122121.nc,26.90 Mbytes,2016-11-04T20:46:07Z
         ca_subCA_das_2012122115.nc,26.90 Mbytes,2016-11-04T20:46:06Z
         ca_subCA_das_2012122109.nc,26.90 Mbytes,2016-11-04T20:46:06Z
         ca_subCA_das_2012122103.nc,26.90 Mbytes,2016-11-04T20:46:05Z
         ca_subCA_das_2012122021.nc,26.90 Mbytes,2016-11-04T20:46:04Z
         ca_subCA_das_2012122015.nc,26.90 Mbytes,2016-11-04T20:46:03Z
         ca_subCA_das_2012122009.nc,26.90 Mbytes,2016-11-04T20:46:03Z
         ca_subCA_das_2012122003.nc,26.90 Mbytes,2016-11-04T20:46:02Z
         ca_subCA_das_2012121921.nc,26.90 Mbytes,2016-11-04T20:46:01Z
         ca_subCA_das_2012121915.nc,26.90 Mbytes,2016-11-04T20:46:00Z
         ca_subCA_das_2012121909.nc,26.90 Mbytes,2016-11-04T20:46:00Z
         ca_subCA_das_2012121903.nc,26.90 Mbytes,2016-11-04T20:45:59Z
         ca_subCA_das_2012121821.nc,26.90 Mbytes,2016-11-04T20:45:58Z
         ca_subCA_das_2012121815.nc,26.90 Mbytes,2016-11-04T20:45:57Z
         ca_subCA_das_2012121809.nc,26.90 Mbytes,2016-11-04T20:45:57Z
         ca_subCA_das_2012121803.nc,26.90 Mbytes,2016-11-04T20:45:56Z
         ca_subCA_das_2012121721.nc,26.90 Mbytes,2016-11-04T20:45:55Z
         ca_subCA_das_2012121715.nc,26.90 Mbytes,2016-11-04T20:45:55Z
         ca_subCA_das_2012121709.nc,26.90 Mbytes,2016-11-04T20:45:54Z
         ca_subCA_das_2012121703.nc,26.90 Mbytes,2016-11-04T20:45:53Z
         ca_subCA_das_2012121621.nc,26.90 Mbytes,2016-11-04T20:45:53Z
         ca_subCA_das_2012121615.nc,26.90 Mbytes,2016-11-04T20:45:51Z
         ca_subCA_das_2012121609.nc,26.90 Mbytes,2016-11-04T20:45:51Z
         ca_subCA_das_2012121603.nc,26.90 Mbytes,2016-11-04T20:45:50Z
         ca_subCA_das_2012121521.nc,26.90 Mbytes,2016-11-04T20:45:50Z
         ca_subCA_das_2012121515.nc,26.90 Mbytes,2016-11-04T20:45:49Z
         ca_subCA_das_2012121509.nc,26.90 Mbytes,2016-11-04T20:45:49Z
         ca_subCA_das_2012121503.nc,26.90 Mbytes,2016-11-04T20:45:48Z
         ca_subCA_das_2012121421.nc,26.90 Mbytes,2016-11-04T20:45:47Z
         ca_subCA_das_2012121415.nc,26.90 Mbytes,2016-11-04T20:45:46Z
         ca_subCA_das_2012121409.nc,26.90 Mbytes,2016-11-04T20:45:46Z
         ca_subCA_das_2012121403.nc,26.90 Mbytes,2016-11-04T20:45:45Z
         ca_subCA_das_2012121321.nc,26.90 Mbytes,2016-11-04T20:45:44Z
         ca_subCA_das_2012121315.nc,26.90 Mbytes,2016-11-04T20:45:44Z
         ca_subCA_das_2012121309.nc,26.90 Mbytes,2016-11-04T20:45:43Z
         ca_subCA_das_2012121303.nc,26.90 Mbytes,2016-11-04T20:45:43Z
         ca_subCA_das_2012121221.nc,26.90 Mbytes,2016-11-04T20:45:42Z
         ca_subCA_das_2012121215.nc,26.90 Mbytes,2016-11-04T20:45:41Z
         ca_subCA_das_2012121209.nc,26.90 Mbytes,2016-11-04T20:45:40Z
         ca_subCA_das_2012121203.nc,26.90 Mbytes,2016-11-04T20:45:40Z
         ca_subCA_das_2012121121.nc,26.90 Mbytes,2016-11-04T20:45:39Z
         ca_subCA_das_2012121115.nc,26.90 Mbytes,2016-11-04T20:45:39Z
         ca_subCA_das_2012121109.nc,26.90 Mbytes,2016-11-04T20:45:38Z
         ca_subCA_das_2012121103.nc,26.90 Mbytes,2016-11-04T20:45:37Z
         ca_subCA_das_2012121021.nc,26.90 Mbytes,2016-11-04T20:45:36Z
         ca_subCA_das_2012121015.nc,26.90 Mbytes,2016-11-04T20:45:36Z
         ca_subCA_das_2012121009.nc,26.90 Mbytes,2016-11-04T20:45:35Z
         ca_subCA_das_2012121003.nc,26.90 Mbytes,2016-11-04T20:45:34Z
         ca_subCA_das_2012120921.nc,26.90 Mbytes,2016-11-04T20:45:34Z
         ca_subCA_das_2012120915.nc,26.90 Mbytes,2016-11-04T20:45:33Z
         ca_subCA_das_2012120909.nc,26.90 Mbytes,2016-11-04T20:45:33Z
         ca_subCA_das_2012120903.nc,26.90 Mbytes,2016-11-04T20:45:32Z
         ca_subCA_das_2012120821.nc,26.90 Mbytes,2016-11-04T20:45:31Z
         ca_subCA_das_2012120815.nc,26.90 Mbytes,2016-11-04T20:45:31Z
         ca_subCA_das_2012120809.nc,26.90 Mbytes,2016-11-04T20:45:30Z
         ca_subCA_das_2012120803.nc,26.90 Mbytes,2016-11-04T20:45:29Z
         ca_subCA_das_2012120721.nc,26.90 Mbytes,2016-11-04T20:45:28Z
         ca_subCA_das_2012120715.nc,26.90 Mbytes,2016-11-04T20:45:27Z
         ca_subCA_das_2012120709.nc,26.90 Mbytes,2016-11-04T20:45:27Z
         ca_subCA_das_2012120703.nc,26.90 Mbytes,2016-11-04T20:45:26Z
         ca_subCA_das_2012120621.nc,26.90 Mbytes,2016-11-04T20:45:25Z
         ca_subCA_das_2012120615.nc,26.90 Mbytes,2016-11-04T20:45:25Z
         ca_subCA_das_2012120609.nc,26.90 Mbytes,2016-11-04T20:45:24Z
         ca_subCA_das_2012120603.nc,26.90 Mbytes,2016-11-04T20:45:23Z
         ca_subCA_das_2012120521.nc,26.90 Mbytes,2016-11-04T20:45:23Z
         ca_subCA_das_2012120515.nc,26.90 Mbytes,2016-11-04T20:45:22Z
         ca_subCA_das_2012120509.nc,26.90 Mbytes,2016-11-04T20:45:21Z
         ca_subCA_das_2012120503.nc,26.90 Mbytes,2016-11-04T20:45:20Z
         ca_subCA_das_2012120421.nc,26.90 Mbytes,2016-11-04T20:45:19Z
         ca_subCA_das_2012120415.nc,26.90 Mbytes,2016-11-04T20:45:19Z
         ca_subCA_das_2012120409.nc,26.90 Mbytes,2016-11-04T20:45:18Z
         ca_subCA_das_2012120403.nc,26.90 Mbytes,2016-11-04T20:45:18Z
         ca_subCA_das_2012120321.nc,26.90 Mbytes,2016-11-04T20:45:17Z
         ca_subCA_das_2012120315.nc,26.90 Mbytes,2016-11-04T20:45:16Z
         ca_subCA_das_2012120309.nc,26.90 Mbytes,2016-11-04T20:45:15Z
         ca_subCA_das_2012120303.nc,26.90 Mbytes,2016-11-04T20:45:15Z
         ca_subCA_das_2012120221.nc,26.90 Mbytes,2016-11-04T20:45:14Z
         ca_subCA_das_2012120215.nc,26.90 Mbytes,2016-11-04T20:45:13Z
         ca_subCA_das_2012120209.nc,26.90 Mbytes,2016-11-04T20:45:12Z
         ca_subCA_das_2012120203.nc,26.90 Mbytes,2016-11-04T20:45:12Z
         ca_subCA_das_2012120121.nc,26.90 Mbytes,2016-11-04T20:45:11Z
         ca_subCA_das_2012120115.nc,26.90 Mbytes,2016-11-04T21:14:40Z
         ca_subCA_das_2012120109.nc,26.90 Mbytes,2016-11-04T20:45:09Z
         ca_subCA_das_2012120103.nc,26.90 Mbytes,2016-11-04T20:45:09Z
         ca_subCA_das_2012113121.nc,26.90 Mbytes,2016-11-04T20:45:08Z
         ca_subCA_das_2012113115.nc,26.90 Mbytes,2016-11-04T20:45:07Z
         ca_subCA_das_2012113109.nc,26.90 Mbytes,2016-11-04T20:45:07Z
         ca_subCA_das_2012113103.nc,26.90 Mbytes,2016-11-04T20:45:06Z
         ca_subCA_das_2012113021.nc,26.90 Mbytes,2016-11-04T20:45:05Z
         ca_subCA_das_2012113015.nc,26.90 Mbytes,2016-11-04T20:45:05Z
         ca_subCA_das_2012113009.nc,26.90 Mbytes,2016-11-04T20:45:04Z
         ca_subCA_das_2012113003.nc,26.90 Mbytes,2016-11-04T20:45:03Z
         ca_subCA_das_2012112921.nc,26.90 Mbytes,2016-11-04T20:45:02Z
         ca_subCA_das_2012112915.nc,26.90 Mbytes,2016-11-04T20:45:02Z
         ca_subCA_das_2012112909.nc,26.90 Mbytes,2016-11-04T20:45:01Z
         ca_subCA_das_2012112903.nc,26.90 Mbytes,2016-11-04T20:45:00Z
         ca_subCA_das_2012112821.nc,26.90 Mbytes,2016-11-04T20:45:00Z
         ca_subCA_das_2012112815.nc,26.90 Mbytes,2016-11-04T20:44:59Z
         ca_subCA_das_2012112809.nc,26.90 Mbytes,2016-11-04T20:44:58Z
         ca_subCA_das_2012112803.nc,26.90 Mbytes,2016-11-04T20:44:58Z
         ca_subCA_das_2012112721.nc,26.90 Mbytes,2016-11-04T20:44:57Z
         ca_subCA_das_2012112715.nc,26.90 Mbytes,2016-11-04T20:44:56Z
         ca_subCA_das_2012112709.nc,26.90 Mbytes,2016-11-04T20:44:55Z
         ca_subCA_das_2012112703.nc,26.90 Mbytes,2016-11-04T20:44:54Z
         ca_subCA_das_2012112621.nc,26.90 Mbytes,2016-11-04T20:44:53Z
         ca_subCA_das_2012112615.nc,26.90 Mbytes,2016-11-04T20:44:53Z
         ca_subCA_das_2012112609.nc,26.90 Mbytes,2016-11-04T20:44:52Z
         ca_subCA_das_2012112603.nc,26.90 Mbytes,2016-11-04T20:44:51Z
         ca_subCA_das_2012112521.nc,26.90 Mbytes,2016-11-04T20:44:51Z
         ca_subCA_das_2012112515.nc,26.90 Mbytes,2016-11-04T20:44:50Z
         ca_subCA_das_2012112509.nc,26.90 Mbytes,2016-11-04T20:44:49Z
         ca_subCA_das_2012112503.nc,26.90 Mbytes,2016-11-04T20:44:48Z
         ca_subCA_das_2012112421.nc,26.90 Mbytes,2016-11-04T20:44:47Z
         ca_subCA_das_2012112415.nc,26.90 Mbytes,2016-11-04T20:44:47Z
         ca_subCA_das_2012112409.nc,26.90 Mbytes,2016-11-04T20:44:46Z
         ca_subCA_das_2012112403.nc,26.90 Mbytes,2016-11-04T20:44:45Z
         ca_subCA_das_2012112321.nc,26.90 Mbytes,2016-11-04T20:44:45Z
         ca_subCA_das_2012112315.nc,26.90 Mbytes,2016-11-04T20:44:44Z
         ca_subCA_das_2012112309.nc,26.90 Mbytes,2016-11-04T20:44:43Z
         ca_subCA_das_2012112303.nc,26.90 Mbytes,2016-11-04T20:44:43Z
         ca_subCA_das_2012112221.nc,26.90 Mbytes,2016-11-04T20:44:42Z
         ca_subCA_das_2012112215.nc,26.90 Mbytes,2016-11-04T20:44:41Z
         ca_subCA_das_2012112209.nc,26.90 Mbytes,2016-11-04T20:44:41Z
         ca_subCA_das_2012112203.nc,26.90 Mbytes,2016-11-04T20:44:40Z
         ca_subCA_das_2012112121.nc,26.90 Mbytes,2016-11-04T20:44:40Z
         ca_subCA_das_2012112115.nc,26.90 Mbytes,2016-11-04T20:44:39Z
         ca_subCA_das_2012112109.nc,26.90 Mbytes,2016-11-04T20:44:38Z
         ca_subCA_das_2012112103.nc,26.90 Mbytes,2016-11-04T20:44:38Z
         ca_subCA_das_2012112021.nc,26.90 Mbytes,2016-11-04T20:44:37Z
         ca_subCA_das_2012112015.nc,26.90 Mbytes,2016-11-04T20:44:36Z
         ca_subCA_das_2012112009.nc,26.90 Mbytes,2016-11-04T20:44:35Z
         ca_subCA_das_2012112003.nc,26.90 Mbytes,2016-11-04T20:44:35Z
         ca_subCA_das_2012111921.nc,26.90 Mbytes,2016-11-04T20:44:34Z
         ca_subCA_das_2012111915.nc,26.90 Mbytes,2016-11-04T20:44:34Z
         ca_subCA_das_2012111909.nc,26.90 Mbytes,2016-11-04T20:44:33Z
         ca_subCA_das_2012111903.nc,26.90 Mbytes,2016-11-04T20:44:32Z
         ca_subCA_das_2012111821.nc,26.90 Mbytes,2016-11-04T20:44:32Z
         ca_subCA_das_2012111815.nc,26.90 Mbytes,2016-11-04T20:44:31Z
         ca_subCA_das_2012111809.nc,26.90 Mbytes,2016-11-04T20:44:31Z
         ca_subCA_das_2012111803.nc,26.90 Mbytes,2016-11-04T20:44:30Z
         ca_subCA_das_2012111721.nc,26.90 Mbytes,2016-11-04T20:44:29Z
         ca_subCA_das_2012111715.nc,26.90 Mbytes,2016-11-04T20:44:28Z
         ca_subCA_das_2012111709.nc,26.90 Mbytes,2016-11-04T20:44:28Z
         ca_subCA_das_2012111703.nc,26.90 Mbytes,2016-11-04T20:44:27Z
         ca_subCA_das_2012111621.nc,26.90 Mbytes,2016-11-04T20:44:27Z
         ca_subCA_das_2012111615.nc,26.90 Mbytes,2016-11-04T20:44:26Z
         ca_subCA_das_2012111609.nc,26.90 Mbytes,2016-11-04T20:44:25Z
         ca_subCA_das_2012111603.nc,26.90 Mbytes,2016-11-04T20:44:25Z
         ca_subCA_das_2012111521.nc,26.90 Mbytes,2016-11-04T20:44:24Z
         ca_subCA_das_2012111515.nc,26.90 Mbytes,2016-11-04T20:44:23Z
         ca_subCA_das_2012111509.nc,26.90 Mbytes,2016-11-04T20:44:23Z
         ca_subCA_das_2012111503.nc,26.90 Mbytes,2016-11-04T20:44:22Z
         ca_subCA_das_2012111421.nc,26.90 Mbytes,2016-11-04T20:44:21Z
         ca_subCA_das_2012111415.nc,26.90 Mbytes,2016-11-04T20:44:21Z
         ca_subCA_das_2012111409.nc,26.90 Mbytes,2016-11-04T20:44:20Z
         ca_subCA_das_2012111403.nc,26.90 Mbytes,2016-11-04T20:44:20Z
         ca_subCA_das_2012111321.nc,26.90 Mbytes,2016-11-04T20:44:19Z
         ca_subCA_das_2012111315.nc,26.90 Mbytes,2016-11-04T20:44:18Z
         ca_subCA_das_2012111309.nc,26.90 Mbytes,2016-11-04T20:44:18Z
         ca_subCA_das_2012111303.nc,26.90 Mbytes,2016-11-04T20:44:17Z
         ca_subCA_das_2012111221.nc,26.90 Mbytes,2016-11-04T20:44:16Z
         ca_subCA_das_2012111215.nc,26.90 Mbytes,2016-11-04T20:44:15Z
         ca_subCA_das_2012111209.nc,26.90 Mbytes,2016-11-04T20:44:15Z
         ca_subCA_das_2012111203.nc,26.90 Mbytes,2016-11-04T20:44:13Z
         ca_subCA_das_2012111121.nc,26.90 Mbytes,2016-11-04T20:44:13Z
         ca_subCA_das_2012111115.nc,26.90 Mbytes,2016-11-04T20:44:12Z
         ca_subCA_das_2012111109.nc,26.90 Mbytes,2016-11-04T20:44:11Z
         ca_subCA_das_2012111103.nc,26.90 Mbytes,2016-11-04T20:44:11Z
         ca_subCA_das_2012111021.nc,26.90 Mbytes,2016-11-04T20:44:10Z
         ca_subCA_das_2012111015.nc,26.90 Mbytes,2016-11-04T20:44:09Z
         ca_subCA_das_2012111009.nc,26.90 Mbytes,2016-11-04T20:44:09Z
         ca_subCA_das_2012111003.nc,26.90 Mbytes,2016-11-04T20:44:08Z
         ca_subCA_das_2012110921.nc,26.90 Mbytes,2016-11-04T20:44:07Z
         ca_subCA_das_2012110915.nc,26.90 Mbytes,2016-11-04T20:44:07Z
         ca_subCA_das_2012110909.nc,26.90 Mbytes,2016-11-04T20:44:06Z
         ca_subCA_das_2012110903.nc,26.90 Mbytes,2016-11-04T20:44:05Z
         ca_subCA_das_2012110821.nc,26.90 Mbytes,2016-11-04T20:44:04Z
         ca_subCA_das_2012110815.nc,26.90 Mbytes,2016-11-04T20:44:03Z
         ca_subCA_das_2012110809.nc,26.90 Mbytes,2016-11-04T20:44:03Z
         ca_subCA_das_2012110803.nc,26.90 Mbytes,2016-11-04T20:44:02Z
         ca_subCA_das_2012110721.nc,26.90 Mbytes,2016-11-04T20:44:01Z
         ca_subCA_das_2012110715.nc,26.90 Mbytes,2016-11-04T20:44:01Z
         ca_subCA_das_2012110709.nc,26.90 Mbytes,2016-11-04T20:44:00Z
         ca_subCA_das_2012110703.nc,26.90 Mbytes,2016-11-04T20:44:00Z
         ca_subCA_das_2012110621.nc,26.90 Mbytes,2016-11-04T20:43:59Z
         ca_subCA_das_2012110615.nc,26.90 Mbytes,2016-11-04T20:43:58Z
         ca_subCA_das_2012110609.nc,26.90 Mbytes,2016-11-04T20:43:58Z
         ca_subCA_das_2012110603.nc,26.90 Mbytes,2016-11-04T20:43:57Z
         ca_subCA_das_2012110521.nc,26.90 Mbytes,2016-11-04T20:43:56Z
         ca_subCA_das_2012110515.nc,26.90 Mbytes,2016-11-04T20:43:56Z
         ca_subCA_das_2012110509.nc,26.90 Mbytes,2016-11-04T20:43:55Z
         ca_subCA_das_2012110503.nc,26.90 Mbytes,2016-11-04T20:43:54Z
         ca_subCA_das_2012110421.nc,26.90 Mbytes,2016-11-04T20:43:53Z
         ca_subCA_das_2012110415.nc,26.90 Mbytes,2016-11-04T20:43:52Z
         ca_subCA_das_2012110409.nc,26.90 Mbytes,2016-11-04T20:43:52Z
         ca_subCA_das_2012110403.nc,26.90 Mbytes,2016-11-04T20:43:51Z
         ca_subCA_das_2012110321.nc,26.90 Mbytes,2016-11-04T20:43:51Z
         ca_subCA_das_2012110315.nc,26.90 Mbytes,2016-11-04T20:43:50Z
         ca_subCA_das_2012110309.nc,26.90 Mbytes,2016-11-04T20:43:49Z
         ca_subCA_das_2012110303.nc,26.90 Mbytes,2016-11-04T20:43:48Z
         ca_subCA_das_2012110221.nc,26.90 Mbytes,2016-11-04T20:43:48Z
         ca_subCA_das_2012110215.nc,26.90 Mbytes,2016-11-04T20:43:47Z
         ca_subCA_das_2012110209.nc,26.90 Mbytes,2016-11-04T20:43:46Z
         ca_subCA_das_2012110203.nc,26.90 Mbytes,2016-11-04T20:43:45Z
         ca_subCA_das_2012110121.nc,26.90 Mbytes,2016-11-04T20:43:45Z
         ca_subCA_das_2012110115.nc,26.90 Mbytes,2016-11-04T20:43:44Z
         ca_subCA_das_2012110109.nc,26.90 Mbytes,2016-11-04T20:43:43Z
         ca_subCA_das_2012110103.nc,26.90 Mbytes,2016-11-04T20:43:43Z
         ca_subCA_das_2012103121.nc,26.90 Mbytes,2016-11-04T20:43:42Z
         ca_subCA_das_2012103115.nc,26.90 Mbytes,2016-11-04T20:43:41Z
         ca_subCA_das_2012103109.nc,26.90 Mbytes,2016-11-04T20:43:41Z
         ca_subCA_das_2012103103.nc,26.90 Mbytes,2016-11-04T20:43:40Z
         ca_subCA_das_2012103021.nc,26.90 Mbytes,2016-11-04T20:43:40Z
         ca_subCA_das_2012103015.nc,26.90 Mbytes,2016-11-04T20:43:39Z
         ca_subCA_das_2012103009.nc,26.90 Mbytes,2016-11-04T20:43:38Z
         ca_subCA_das_2012103003.nc,26.90 Mbytes,2016-11-04T20:43:37Z
         ca_subCA_das_2012102921.nc,26.90 Mbytes,2016-11-04T20:43:36Z
         ca_subCA_das_2012102915.nc,26.90 Mbytes,2016-11-04T20:43:36Z
         ca_subCA_das_2012102909.nc,26.90 Mbytes,2016-11-04T20:43:35Z
         ca_subCA_das_2012102903.nc,26.90 Mbytes,2016-11-04T20:43:34Z
         ca_subCA_das_2012102821.nc,26.90 Mbytes,2016-11-04T20:43:34Z
         ca_subCA_das_2012102815.nc,26.90 Mbytes,2016-11-04T20:43:33Z
         ca_subCA_das_2012102809.nc,26.90 Mbytes,2016-11-04T20:43:32Z
         ca_subCA_das_2012102803.nc,26.90 Mbytes,2016-11-04T20:43:31Z
         ca_subCA_das_2012102721.nc,26.90 Mbytes,2016-11-04T20:43:31Z
         ca_subCA_das_2012102715.nc,26.90 Mbytes,2016-11-04T20:43:30Z
         ca_subCA_das_2012102709.nc,26.90 Mbytes,2016-11-04T20:43:29Z
         ca_subCA_das_2012102703.nc,26.90 Mbytes,2016-11-04T20:43:29Z
         ca_subCA_das_2012102621.nc,26.90 Mbytes,2016-11-04T20:43:28Z
         ca_subCA_das_2012102615.nc,26.90 Mbytes,2016-11-04T20:43:28Z
         ca_subCA_das_2012102609.nc,26.90 Mbytes,2016-11-04T20:43:27Z
         ca_subCA_das_2012102603.nc,26.90 Mbytes,2016-11-04T20:43:26Z
         ca_subCA_das_2012102521.nc,26.90 Mbytes,2016-11-04T20:43:25Z
         ca_subCA_das_2012102515.nc,26.90 Mbytes,2016-11-04T20:43:24Z
         ca_subCA_das_2012102509.nc,26.90 Mbytes,2016-11-04T20:43:24Z
         ca_subCA_das_2012102503.nc,26.90 Mbytes,2016-11-04T20:43:23Z
         ca_subCA_das_2012102421.nc,26.90 Mbytes,2016-11-04T20:43:22Z
         ca_subCA_das_2012102415.nc,26.90 Mbytes,2016-11-04T20:43:22Z
         ca_subCA_das_2012102409.nc,26.90 Mbytes,2016-11-04T20:43:21Z
         ca_subCA_das_2012102403.nc,26.90 Mbytes,2016-11-04T20:43:20Z
         ca_subCA_das_2012102321.nc,26.90 Mbytes,2016-11-04T20:43:19Z
         ca_subCA_das_2012102315.nc,26.90 Mbytes,2016-11-04T20:43:18Z
         ca_subCA_das_2012102309.nc,26.90 Mbytes,2016-11-04T20:43:18Z
         ca_subCA_das_2012102303.nc,26.90 Mbytes,2016-11-04T20:43:17Z
         ca_subCA_das_2012102221.nc,26.90 Mbytes,2016-11-04T20:43:17Z
         ca_subCA_das_2012102215.nc,26.90 Mbytes,2016-11-04T20:43:16Z
         ca_subCA_das_2012102209.nc,26.90 Mbytes,2016-11-04T20:43:15Z
         ca_subCA_das_2012102203.nc,26.90 Mbytes,2016-11-04T20:43:15Z
         ca_subCA_das_2012102121.nc,26.90 Mbytes,2016-11-04T20:43:14Z
         ca_subCA_das_2012102115.nc,26.90 Mbytes,2016-11-04T20:43:13Z
         ca_subCA_das_2012102109.nc,26.90 Mbytes,2016-11-04T20:43:13Z
         ca_subCA_das_2012102103.nc,26.90 Mbytes,2016-11-04T20:43:11Z
         ca_subCA_das_2012102021.nc,26.90 Mbytes,2016-11-04T20:43:11Z
         ca_subCA_das_2012102015.nc,26.90 Mbytes,2016-11-04T20:43:10Z
         ca_subCA_das_2012102009.nc,26.90 Mbytes,2016-11-04T20:43:09Z
         ca_subCA_das_2012102003.nc,26.90 Mbytes,2016-11-04T20:43:08Z
         ca_subCA_das_2012101921.nc,26.90 Mbytes,2016-11-04T20:43:07Z
         ca_subCA_das_2012101915.nc,26.90 Mbytes,2016-11-04T20:43:07Z
         ca_subCA_das_2012101909.nc,26.90 Mbytes,2016-11-04T20:43:06Z
         ca_subCA_das_2012101903.nc,26.90 Mbytes,2016-11-04T20:43:05Z
         ca_subCA_das_2012101821.nc,26.90 Mbytes,2016-11-04T20:43:05Z
         ca_subCA_das_2012101815.nc,26.90 Mbytes,2016-11-04T20:43:04Z
         ca_subCA_das_2012101809.nc,26.90 Mbytes,2016-11-04T20:43:03Z
         ca_subCA_das_2012101803.nc,26.90 Mbytes,2016-11-04T20:43:03Z
         ca_subCA_das_2012101721.nc,26.90 Mbytes,2016-11-04T20:43:02Z
         ca_subCA_das_2012101715.nc,26.90 Mbytes,2016-11-04T20:43:01Z
         ca_subCA_das_2012101709.nc,26.90 Mbytes,2016-11-04T20:43:01Z
         ca_subCA_das_2012101703.nc,26.90 Mbytes,2016-11-04T20:43:00Z
         ca_subCA_das_2012101621.nc,26.90 Mbytes,2016-11-04T20:42:59Z
         ca_subCA_das_2012101615.nc,26.90 Mbytes,2016-11-04T20:42:59Z
         ca_subCA_das_2012101609.nc,26.90 Mbytes,2016-11-04T20:42:58Z
         ca_subCA_das_2012101603.nc,26.90 Mbytes,2016-11-04T20:42:57Z
